Datetime,chan0,chan1,chan2,chan3
2020-11-15 22:02:15.215,1.599174,1.732428,1.728803,1.715052
2020-11-15 22:02:15.232,1.600299,1.727553,1.734803,1.714552
2020-11-15 22:02:15.249,1.601174,1.726428,1.736303,1.714677
2020-11-15 22:02:15.266,1.601174,1.718677,1.734928,1.716302
2020-11-15 22:02:15.283,1.599299,1.720428,1.732803,1.715677
2020-11-15 22:02:15.300,1.600424,1.720803,1.722928,1.715177
2020-11-15 22:02:15.317,1.601424,1.724428,1.729428,1.714302
2020-11-15 22:02:15.334,1.601174,1.731803,1.731678,1.714552
2020-11-15 22:02:15.351,1.600549,1.727053,1.740678,1.714677
2020-11-15 22:02:15.368,1.601424,1.725803,1.735678,1.715302
2020-11-15 22:02:15.385,1.601049,1.717052,1.736053,1.716302
2020-11-15 22:02:15.402,1.600674,1.720302,1.728303,1.715177
2020-11-15 22:02:15.419,1.601799,1.720428,1.728553,1.714302
2020-11-15 22:02:15.436,1.600674,1.725303,1.729178,1.714677
2020-11-15 22:02:15.453,1.601799,1.727803,1.731428,1.714802
2020-11-15 22:02:15.470,1.602049,1.726553,1.740803,1.714802
2020-11-15 22:02:15.487,1.601799,1.722053,1.735553,1.716427
2020-11-15 22:02:15.504,1.600799,1.717552,1.734428,1.715427
2020-11-15 22:02:15.521,1.600799,1.721178,1.725428,1.715302
2020-11-15 22:02:15.539,1.601424,1.722928,1.728178,1.714302
2020-11-15 22:02:15.556,1.601049,1.731928,1.728928,1.714177
2020-11-15 22:02:15.573,1.600424,1.727553,1.732178,1.714927
2020-11-15 22:02:15.590,1.601049,1.727178,1.739553,1.714802
2020-11-15 22:02:15.607,1.600924,1.721053,1.735553,1.715927
2020-11-15 22:02:15.624,1.601049,1.719927,1.732053,1.715177
2020-11-15 22:02:15.641,1.602049,1.721178,1.724428,1.715302
2020-11-15 22:02:15.658,1.600799,1.723553,1.729178,1.714552
2020-11-15 22:02:15.675,1.601049,1.732553,1.731053,1.714677
2020-11-15 22:02:15.692,1.601674,1.727178,1.739053,1.714177
2020-11-15 22:02:15.709,1.601924,1.726303,1.736178,1.714552
2020-11-15 22:02:15.726,1.601049,1.717927,1.735303,1.715677
2020-11-15 22:02:15.743,1.600924,1.719802,1.730178,1.714927
2020-11-15 22:02:15.760,1.602549,1.720678,1.726178,1.714802
2020-11-15 22:02:15.777,1.601174,1.723678,1.729053,1.714177
2020-11-15 22:02:15.794,1.601674,1.727803,1.730928,1.715052
2020-11-15 22:02:15.811,1.601799,1.727053,1.740053,1.715052
2020-11-15 22:02:15.828,1.602424,1.723928,1.735803,1.715677
2020-11-15 22:02:15.845,1.601174,1.715427,1.735553,1.715802
2020-11-15 22:02:15.862,1.600924,1.721053,1.727803,1.715177
2020-11-15 22:02:15.879,1.601924,1.721428,1.728178,1.714677
2020-11-15 22:02:15.896,1.601174,1.730053,1.728678,1.714427
2020-11-15 22:02:15.913,1.599924,1.727178,1.731303,1.714427
2020-11-15 22:02:15.930,1.601174,1.727428,1.740928,1.714927
2020-11-15 22:02:15.947,1.600924,1.722678,1.735178,1.715802
2020-11-15 22:02:15.964,1.600174,1.717927,1.733053,1.714802
2020-11-15 22:02:15.981,1.600174,1.721178,1.723553,1.715677
2020-11-15 22:02:15.998,1.601174,1.722303,1.729053,1.714427
2020-11-15 22:02:16.015,1.600424,1.730803,1.729553,1.714302
2020-11-15 22:02:16.032,1.601424,1.727178,1.732178,1.714552
2020-11-15 22:02:16.051,1.601174,1.726553,1.740428,1.714927
2020-11-15 22:02:16.068,1.601049,1.724678,1.735178,1.715552
2020-11-15 22:02:16.085,1.601174,1.715552,1.734678,1.715177
2020-11-15 22:02:16.102,1.600424,1.720428,1.724928,1.714927
2020-11-15 22:02:16.119,1.601174,1.720928,1.728178,1.714552
2020-11-15 22:02:16.136,1.600799,1.728553,1.729053,1.713552
2020-11-15 22:02:16.153,1.600424,1.726803,1.734303,1.713677
2020-11-15 22:02:16.170,1.602174,1.726178,1.739053,1.714552
2020-11-15 22:02:16.187,1.600924,1.718302,1.735803,1.716552
2020-11-15 22:02:16.204,1.600924,1.720177,1.733053,1.716302
2020-11-15 22:02:16.221,1.601174,1.720928,1.724303,1.715177
2020-11-15 22:02:16.238,1.600549,1.724178,1.728678,1.714427
2020-11-15 22:02:16.255,1.600674,1.732678,1.728803,1.714677
2020-11-15 22:02:16.272,1.600799,1.726928,1.735053,1.714927
2020-11-15 22:02:16.289,1.600924,1.726303,1.735553,1.715052
2020-11-15 22:02:16.306,1.601299,1.717802,1.734678,1.716552
2020-11-15 22:02:16.323,1.599674,1.720052,1.731803,1.715427
2020-11-15 22:02:16.340,1.602549,1.720678,1.727928,1.715302
2020-11-15 22:02:16.357,1.600174,1.724803,1.728928,1.713677
2020-11-15 22:02:16.374,1.600424,1.730803,1.732053,1.714802
2020-11-15 22:02:16.391,1.602049,1.727053,1.741178,1.714552
2020-11-15 22:02:16.408,1.601424,1.724803,1.735678,1.714927
2020-11-15 22:02:16.425,1.601049,1.716677,1.734553,1.715302
2020-11-15 22:02:16.442,1.600924,1.720302,1.726553,1.715302
2020-11-15 22:02:16.459,1.602174,1.719802,1.728428,1.714677
2020-11-15 22:02:16.476,1.600799,1.725928,1.728053,1.713552
2020-11-15 22:02:16.493,1.600674,1.727803,1.732303,1.714552
2020-11-15 22:02:16.510,1.602049,1.726803,1.740678,1.715177
2020-11-15 22:02:16.528,1.601299,1.721178,1.735553,1.716427
2020-11-15 22:02:16.545,1.600674,1.719177,1.734053,1.715552
2020-11-15 22:02:16.562,1.600674,1.720428,1.725428,1.715177
2020-11-15 22:02:16.579,1.600924,1.723178,1.728178,1.715052
2020-11-15 22:02:16.596,1.600799,1.732178,1.728678,1.714427
2020-11-15 22:02:16.613,1.601549,1.727678,1.733428,1.714427
2020-11-15 22:02:16.630,1.602174,1.726678,1.738303,1.715052
2020-11-15 22:02:16.647,1.601299,1.718802,1.735053,1.715802
2020-11-15 22:02:16.664,1.600049,1.720302,1.730803,1.715302
2020-11-15 22:02:16.681,1.601549,1.720428,1.725803,1.715177
2020-11-15 22:02:16.698,1.601674,1.723678,1.729303,1.714177
2020-11-15 22:02:16.715,1.600049,1.731928,1.730678,1.714427
2020-11-15 22:02:16.732,1.601049,1.727053,1.740553,1.714052
2020-11-15 22:02:16.749,1.601549,1.726178,1.736303,1.714677
2020-11-15 22:02:16.766,1.601674,1.717052,1.735928,1.715552
2020-11-15 22:02:16.783,1.600549,1.719677,1.728928,1.715177
2020-11-15 22:02:16.800,1.602174,1.720177,1.727428,1.715052
2020-11-15 22:02:16.817,1.601049,1.724553,1.728928,1.713802
2020-11-15 22:02:16.834,1.600549,1.727678,1.731303,1.714302
2020-11-15 22:02:16.851,1.601799,1.727428,1.741178,1.714302
2020-11-15 22:02:16.869,1.601424,1.725178,1.736428,1.714677
2020-11-15 22:02:16.886,1.601674,1.717427,1.735428,1.716177
2020-11-15 22:02:16.903,1.600799,1.720177,1.731803,1.715552
2020-11-15 22:02:16.920,1.601174,1.720302,1.723678,1.715302
2020-11-15 22:02:16.938,1.600799,1.726678,1.728428,1.713927
2020-11-15 22:02:16.955,1.600799,1.728928,1.729428,1.714302
2020-11-15 22:02:16.972,1.602924,1.727178,1.738178,1.715052
2020-11-15 22:02:16.989,1.601799,1.725053,1.735428,1.715552
2020-11-15 22:02:17.006,1.601424,1.715677,1.735053,1.716052
2020-11-15 22:02:17.023,1.600674,1.720803,1.730553,1.715177
2020-11-15 22:02:17.040,1.601424,1.721053,1.725678,1.714802
2020-11-15 22:02:17.057,1.601174,1.728928,1.728803,1.714052
2020-11-15 22:02:17.074,1.601924,1.727803,1.730053,1.715052
2020-11-15 22:02:17.091,1.600924,1.726678,1.738678,1.715052
2020-11-15 22:02:17.108,1.601924,1.724428,1.736053,1.715677
2020-11-15 22:02:17.125,1.601174,1.715427,1.735553,1.715927
2020-11-15 22:02:17.142,1.601174,1.721178,1.728303,1.715177
2020-11-15 22:02:17.159,1.600799,1.721678,1.727178,1.715052
2020-11-15 22:02:17.176,1.600674,1.730678,1.728803,1.714552
2020-11-15 22:02:17.193,1.599549,1.727553,1.731053,1.714552
2020-11-15 22:02:17.211,1.601674,1.726928,1.736803,1.714177
2020-11-15 22:02:17.228,1.601674,1.722553,1.734928,1.716052
2020-11-15 22:02:17.245,1.600924,1.716677,1.732553,1.715177
2020-11-15 22:02:17.262,1.600549,1.720052,1.722678,1.714927
2020-11-15 22:02:17.279,1.601674,1.721928,1.728553,1.714052
2020-11-15 22:02:17.296,1.599799,1.730803,1.729303,1.713427
2020-11-15 22:02:17.313,1.601549,1.727303,1.736928,1.714302
2020-11-15 22:02:17.330,1.601549,1.727178,1.735303,1.714677
2020-11-15 22:02:17.347,1.601424,1.720928,1.735928,1.715302
2020-11-15 22:02:17.364,1.601674,1.718177,1.732428,1.715177
2020-11-15 22:02:17.381,1.601549,1.720678,1.723178,1.715177
2020-11-15 22:02:17.398,1.601049,1.726303,1.729053,1.713677
2020-11-15 22:02:17.415,1.600924,1.729303,1.728803,1.715052
2020-11-15 22:02:17.432,1.600549,1.726928,1.738678,1.714802
2020-11-15 22:02:17.449,1.601049,1.724053,1.735428,1.715427
2020-11-15 22:02:17.466,1.601174,1.716177,1.735053,1.715677
2020-11-15 22:02:17.483,1.600674,1.720177,1.730178,1.715552
2020-11-15 22:02:17.500,1.600424,1.721303,1.724803,1.715177
2020-11-15 22:02:17.517,1.600799,1.728053,1.728678,1.714552
2020-11-15 22:02:17.534,1.601049,1.727303,1.730428,1.714427
2020-11-15 22:02:17.551,1.601049,1.726678,1.739178,1.714302
2020-11-15 22:02:17.568,1.600299,1.724428,1.735553,1.715802
2020-11-15 22:02:17.585,1.600674,1.715927,1.733303,1.715677
2020-11-15 22:02:17.602,1.600799,1.721053,1.724803,1.715177
2020-11-15 22:02:17.619,1.600549,1.721178,1.728053,1.715052
2020-11-15 22:02:17.636,1.600549,1.729303,1.729428,1.713552
2020-11-15 22:02:17.653,1.601424,1.727553,1.735303,1.714677
2020-11-15 22:02:17.670,1.601174,1.726678,1.736928,1.714302
2020-11-15 22:02:17.688,1.602174,1.724053,1.735678,1.715177
2020-11-15 22:02:17.706,1.601299,1.717427,1.735178,1.716052
2020-11-15 22:02:17.723,1.601299,1.720553,1.726803,1.714677
2020-11-15 22:02:17.740,1.601549,1.720302,1.728553,1.714552
2020-11-15 22:02:17.757,1.600799,1.725928,1.728928,1.713677
2020-11-15 22:02:17.774,1.600549,1.728428,1.731428,1.714052
2020-11-15 22:02:17.791,1.600924,1.726553,1.741178,1.713552
2020-11-15 22:02:17.808,1.601674,1.724553,1.735678,1.716052
2020-11-15 22:02:17.825,1.600299,1.717677,1.734803,1.715552
2020-11-15 22:02:17.842,1.600924,1.720803,1.725053,1.715552
2020-11-15 22:02:17.859,1.601424,1.722428,1.728428,1.714677
2020-11-15 22:02:17.876,1.600049,1.731178,1.728553,1.714552
2020-11-15 22:02:17.893,1.601174,1.727553,1.733053,1.714302
2020-11-15 22:02:17.910,1.600799,1.726928,1.738678,1.714677
2020-11-15 22:02:17.927,1.600924,1.719552,1.734928,1.716427
2020-11-15 22:02:17.944,1.600674,1.720052,1.733553,1.715552
