Datetime,chan0,chan1,chan2,chan3
2020-11-15 23:12:15.298,1.570798,1.678926,1.699302,1.677426
2020-11-15 23:12:15.315,1.572423,1.682176,1.692052,1.675926
2020-11-15 23:12:15.332,1.575548,1.683301,1.689677,1.674926
2020-11-15 23:12:15.349,1.573548,1.687551,1.692677,1.673676
2020-11-15 23:12:15.366,1.573673,1.694927,1.695177,1.673926
2020-11-15 23:12:15.383,1.571173,1.689552,1.705302,1.675051
2020-11-15 23:12:15.400,1.570673,1.685551,1.700052,1.676676
2020-11-15 23:12:15.417,1.570173,1.676801,1.698552,1.676551
2020-11-15 23:12:15.434,1.571923,1.682301,1.695177,1.675926
2020-11-15 23:12:15.453,1.574798,1.683801,1.685426,1.675676
2020-11-15 23:12:15.470,1.573673,1.689302,1.692052,1.673926
2020-11-15 23:12:15.487,1.573423,1.694052,1.693052,1.674676
2020-11-15 23:12:15.504,1.570923,1.689927,1.702427,1.674926
2020-11-15 23:12:15.521,1.571298,1.687426,1.699552,1.675301
2020-11-15 23:12:15.538,1.571048,1.678551,1.698177,1.676926
2020-11-15 23:12:15.555,1.572923,1.682676,1.689302,1.675926
2020-11-15 23:12:15.572,1.576423,1.682926,1.691677,1.674801
2020-11-15 23:12:15.589,1.573173,1.689802,1.692927,1.673301
2020-11-15 23:12:15.606,1.573048,1.692427,1.696802,1.673801
2020-11-15 23:12:15.623,1.571173,1.689427,1.705927,1.675051
2020-11-15 23:12:15.640,1.570048,1.682676,1.699052,1.676301
2020-11-15 23:12:15.656,1.570673,1.679801,1.697427,1.676426
2020-11-15 23:12:15.673,1.571923,1.683051,1.687551,1.675926
2020-11-15 23:12:15.690,1.576673,1.686051,1.690802,1.674676
2020-11-15 23:12:15.707,1.573423,1.696052,1.692052,1.674301
2020-11-15 23:12:15.724,1.572048,1.690427,1.703552,1.674551
2020-11-15 23:12:15.741,1.569923,1.689552,1.700427,1.675426
2020-11-15 23:12:15.758,1.570798,1.681551,1.698427,1.676801
2020-11-15 23:12:15.775,1.570798,1.680551,1.693802,1.675926
2020-11-15 23:12:15.792,1.576048,1.682176,1.686051,1.675301
2020-11-15 23:12:15.809,1.573423,1.686176,1.693052,1.674176
2020-11-15 23:12:15.826,1.572673,1.691927,1.694177,1.674676
2020-11-15 23:12:15.843,1.572173,1.689677,1.703552,1.675051
2020-11-15 23:12:15.860,1.569673,1.686426,1.700052,1.675926
2020-11-15 23:12:15.877,1.570298,1.676801,1.698677,1.676551
2020-11-15 23:12:15.894,1.570673,1.682176,1.692177,1.675551
2020-11-15 23:12:15.911,1.575548,1.683301,1.687426,1.675051
